src_mode,build_period,arch_design,house_type,stories,area_sqft,rel_head,gender,edu_attendance,occupation,food_exp,nonfood_exp,wall_material,vent_raw,roof_type,red_notices,pay_practice,wiring_pro,gen_raw,solar_raw,billknow_raw,iron_raw,nightlight_raw,metercheck_raw,enrating_raw,district,total_exp,area_per_story,any_red_notice,province,vent_glassroof,vent_glasswall,vent_other,vent_pergola,vent_window,vent_count,vent_reported,gen_grid,gen_hydro,gen_othergreen,gen_solar,gen_count,gen_none,uses_renewable,solar_agri,solar_car,solar_cooking,solar_other,solar_outdoor,solar_water,solar_purpose_count,solar_user,eci_billknow,eci_billknow_norm,eci_iron,eci_iron_norm,eci_nightlight,eci_nightlight_norm,eci_metercheck,eci_metercheck_norm,eci_enrating,eci_enrating_norm,eci_raw_sum,eci,eci_band
Online,1980 - 1989,The house was designed by a certified architect,Single House -Double Floor,2.0,1500.0,Son/daughter,Female,Does not attend,Professional,150000.0,50000.0,Brick,"Pergolas, Transparent roofing parts, Window walls (the wall is covered more than 80% by windows)",Tile,0,I try to pay a rounded-off amount which is mostly lower than the bill (ex: 4500),Yes,Solar Energy,"Water heating, Outdoor lighting, Cooking",LECO/ CEB described to me how the bill is calculated,We iron the cloths daily,We keep more than two lights on when sleeping,Never,Yes,Gampaha,200000.0,750.0,0,Western,1,0,0,1,1,3,1,0,0,0,1,1,0,1,0,0,1,0,1,1,3,1,2,1.0,0,0.0,0,0.0,0,0.0,1,1.0,3,40.0,Low
Online,2010 - 2019,No such professional designing was done; the house was designed to suit our needs and wants,Single House -Double Floor,2.0,2500.0,Son/daughter,Male,University,"Legislator, senior official, and manager",50000.0,70000.0,Cement Block,Other,Asbestos,4,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,No,Other green energy sources,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron the cloths daily,We keep less than two-night lights on when sleeping,"Yes, some of the months",Yes,Colombo,120000.0,1250.0,1,Western,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1.0,0,0.0,1,0.5,2,0.6666666666666666,1,1.0,6,63.33333333333333,Medium
Online,2000 - 2009,No such professional designing was done; the house was designed to suit our needs and wants,Single House - Single Floor,1.0,3500.0,Son/daughter,Male,Does not attend,Professional,35000.0,30000.0,Cabook,,Tile,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,No,None of the above,Not using solar energy,I got to know through the media,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,"Rarely, once a year",Yes,Kalutara,65000.0,3500.0,0,Western,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.5,1,0.25,2,1.0,1,0.3333333333333333,1,1.0,6,61.66666666666667,Medium
Online,2000 - 2009,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House - Single Floor,1.0,1000.0,Son/daughter,Male,Does not attend,Skilled agricultural and fishery worker,45000.0,50000.0,Brick,Transparent walls (clear glass/ semi-transparent glass),Tile,5,I try to pay a portion of my bill amount that is possible for me (ex: 3500),I am not aware of it,Electricity grid power,Not using solar energy,I am not aware of how the bill is calculated,We don’t iron cloths,We don’t keep any of the lights on when sleeping,"Yes, every month",Yes,Matara,95000.0,1000.0,1,Southern,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1.0,2,1.0,3,1.0,1,1.0,10,80.0,High
Online,1990 - 1999,I am not aware of it,Single House -Double Floor,2.0,6000.0,Son/daughter,Male,Does not attend,Professional,25000.0,40000.0,Cement Block,,Tile,0,I try to pay a portion of my bill amount that is possible for me (ex: 3500),Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,"Yes, some of the months",No,Matara,65000.0,3000.0,0,Southern,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,2,1.0,2,0.6666666666666666,0,0.0,7,58.33333333333333,Medium
Online,After 2019,The house was designed by a certified architect,Single House -Double Floor,2.0,1500.0,Son/daughter,Male,Does not attend,Professional,50000.0,100000.0,Brick,Window walls (the wall is covered more than 80% by windows),Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Water heating,I got to know through the media,We iron when and where the need arises,We keep more than two lights on when sleeping,"Yes, every month",Yes,Gampaha,150000.0,750.0,0,Western,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0.5,1,0.25,0,0.0,3,1.0,1,1.0,6,55.00000000000001,Medium
Online,1990 - 1999,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House -Double Floor,3.0,6000.0,Son/daughter,Male,University,Professional,50000.0,20000.0,Cement Block,Pergolas,Asbestos,0,I try to pay a portion of my bill amount that is possible for me (ex: 3500),Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,Never,Yes,Colombo,70000.0,2000.0,0,Western,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,2,1.0,0,0.0,1,1.0,6,65.0,Medium
Online,2000 - 2009,The house was designed by a certified architect,Single House -Double Floor,2.0,3000.0,Head of the household,Male,University,Professional,200000.0,100000.0,Brick,Other,Asbestos,12,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,"Water heating, Outdoor lighting",I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We keep less than two-night lights on when sleeping,Never,No,Colombo,300000.0,1500.0,1,Western,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,2,1.0,1,0.25,1,0.5,0,0.0,0,0.0,4,35.0,Low
Online,2000 - 2009,The house was designed by a certified architect,Single House -Double Floor,1.0,500.0,Son/daughter,Female,University,Professional,60000.0,50000.0,Cement Block,Window walls (the wall is covered more than 80% by windows),Tile,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Car charging,I am not aware of how the bill is calculated,We iron the clothes weekly,We keep less than two-night lights on when sleeping,"Rarely, once a year",Yes,Galle,110000.0,500.0,0,Southern,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.0,3,0.75,1,0.5,1,0.3333333333333333,1,1.0,6,51.66666666666666,Medium
Phone,2000 - 2009,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House - Single Floor,1.0,2000.0,Son/daughter,Male,University,Professional,50000.0,70000.0,Cement Block,Window walls (the wall is covered more than 80% by windows),Tile,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,None of the above,Not using solar energy,I got to know through the media,We iron when and where the need arises,We keep less than two-night lights on when sleeping,"Rarely, once a year",Yes,Colombo,120000.0,2000.0,0,Western,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.5,1,0.25,1,0.5,1,0.3333333333333333,1,1.0,5,51.66666666666666,Medium
Phone,2010 - 2019,The house was designed by a certified architect,Single House - Above double floor,3.0,2600.0,Son/daughter,Male,Does not attend,"Legislator, senior official, and manager",250000.0,350000.0,Brick,"Transparent roofing parts, Transparent walls (clear glass/ semi-transparent glass), Window walls (the wall is covered more than 80% by windows)",Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron our clothes twice a week,We keep more than two lights on when sleeping,Never,Yes,Kurunegala,600000.0,866.6666666666666,0,North Western,1,1,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,2,0.5,0,0.0,0,0.0,1,1.0,5,50.0,Low
Phone,1980 - 1989,House was designed barely to pass the statutory requirements of the local authorities,Single House -Double Floor,2.0,800.0,Son/daughter,Male,Does not attend,No occupation,50000.0,20000.0,Cement Block,"Transparent walls (clear glass/ semi-transparent glass), Window walls (the wall is covered more than 80% by windows), Other",Asbestos,3,I try to pay the exact amount in the bill (ex: 4566),Yes,"Electricity grid power, Solar Energy",Water heating,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We keep less than two-night lights on when sleeping,"Rarely, once a year",No,Colombo,70000.0,400.0,1,Western,0,1,1,0,1,3,1,1,0,0,1,2,0,1,0,0,0,0,0,1,1,1,2,1.0,1,0.25,1,0.5,1,0.3333333333333333,0,0.0,5,41.66666666666667,Low
Phone,1990 - 1999,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House - Single Floor,1.0,2500.0,Son/daughter,Male,University,Professional,30000.0,50000.0,Brick,Window walls (the wall is covered more than 80% by windows),Tile,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,"Rarely, once a year",No,Hambantota,80000.0,2500.0,0,Southern,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,2,1.0,1,0.3333333333333333,0,0.0,6,51.66666666666667,Medium
Phone,2000 - 2009,The house was designed by a certified architect,Single House - Above double floor,3.0,,Son/daughter,Male,University,Professional,,,Brick,,Asbestos,0,I try to pay the exact amount in the bill (ex: 4566),I am not aware of it,Electricity grid power,Not using solar energy,I got to know through another mean,We iron when and where the need arises,We keep less than two-night lights on when sleeping,"Yes, some of the months",No,Kandy,,,0,Central,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.25,1,0.5,2,0.6666666666666666,0,0.0,5,38.33333333333333,Low
Phone,2000 - 2009,The house was designed by a certified architect,Single House -Double Floor,2.0,3500.0,Son/daughter,Female,University,"Legislator, senior official, and manager",60000.0,100000.0,Brick,Other,Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I am not aware of how the bill is calculated,We iron when and where the need arises,We keep less than two-night lights on when sleeping,"Yes, every month",Yes,Matara,160000.0,1750.0,0,Southern,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.25,1,0.5,3,1.0,1,1.0,6,55.00000000000001,Medium
Phone,1990 - 1999,I am not aware of it,Single House -Double Floor,2.0,2500.0,Son/daughter,Male,University,Professional,40000.0,30000.0,Brick,Window walls (the wall is covered more than 80% by windows),Tile,0,I try to pay the exact amount in the bill (ex: 4566),Yes,None of the above,Not using solar energy,I am not aware of how the bill is calculated,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,"Rarely, once a year",No,Colombo,70000.0,1250.0,0,Western,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0.25,2,1.0,1,0.3333333333333333,0,0.0,4,31.666666666666664,Low
Phone,2000 - 2009,The house was designed by a certified architect,Single House -Double Floor,,7200.0,Son/daughter,Male,Does not attend,Professional,50000.0,50000.0,Brick,,Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron our clothes twice a week,We keep less than two-night lights on when sleeping,"Rarely, once a year",No,Gampaha,100000.0,,0,Western,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,2,0.5,1,0.5,1,0.3333333333333333,0,0.0,6,46.666666666666664,Low
Phone,2000 - 2009,The house was designed by a certified architect,Flat,3.0,1200.0,Son/daughter,Male,University,Professional,90000.0,10000.0,Cement Block,Window walls (the wall is covered more than 80% by windows),Concrete,0,I try to pay the exact amount in the bill (ex: 4566),Yes,Electricity grid power,Not using solar energy,One of my family members taught me how the bill is calculated,We don’t iron cloths,We don’t keep any of the lights on when sleeping,"Rarely, once a year",Yes,Colombo,100000.0,400.0,0,Western,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,4,1.0,2,1.0,1,0.3333333333333333,1,1.0,10,86.66666666666669,High
Phone,1990 - 1999,No such professional designing was done; the house was designed to suit our needs and wants,Single House - Single Floor,1.0,2450.0,Son/daughter,Male,Does not attend,Professional,50000.0,40000.0,Brick,,Tile,0,I try to pay the exact amount in the bill (ex: 4566),I am not aware of it,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,Never,No,Gampaha,90000.0,2450.0,0,Western,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,2,1.0,0,0.0,0,0.0,5,45.0,Low
Phone,2000 - 2009,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House -Double Floor,2.0,150.0,Son/daughter,Male,Does not attend,Professional,30000.0,30000.0,Brick,"Transparent roofing parts, Transparent walls (clear glass/ semi-transparent glass), Window walls (the wall is covered more than 80% by windows)",Asbestos,3,I try to pay a portion of my bill amount that is possible for me (ex: 3500),Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We keep less than two-night lights on when sleeping,Never,Yes,Galle,60000.0,75.0,1,Southern,1,1,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,1,0.5,0,0.0,1,1.0,5,55.00000000000001,Medium
Phone,1990 - 1999,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House -Double Floor,2.0,1000.0,Son/daughter,Male,University,"Legislator, senior official, and manager",60000.0,30000.0,Brick,Window walls (the wall is covered more than 80% by windows),Tile,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I am not aware of how the bill is calculated,We iron when and where the need arises,We keep less than two-night lights on when sleeping,"Yes, every month",Yes,Kandy,90000.0,500.0,0,Central,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.25,1,0.5,3,1.0,1,1.0,6,55.00000000000001,Medium
Phone,2000 - 2009,I am not aware of it,Single House - Above double floor,3.0,7000.0,Son/daughter,Male,University,Professional,25000.0,100000.0,Brick,Transparent walls (clear glass/ semi-transparent glass),Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,"Electricity grid power, Solar Energy",Outdoor lighting,I am not aware of how the bill is calculated,We iron the clothes weekly,We keep less than two-night lights on when sleeping,"Yes, every month",Yes,Gampaha,125000.0,2333.3333333333335,0,Western,0,1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,1,0,1,1,0,0.0,3,0.75,1,0.5,3,1.0,1,1.0,8,65.0,High
Phone,1990 - 1999,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House -Double Floor,2.0,2000.0,Parents of the head of the household/spouse,Male,Does not attend,Professional,20000.0,100000.0,Cement Block,Window walls (the wall is covered more than 80% by windows),Tile,0,I try to pay the exact amount in the bill (ex: 4566),Yes,Electricity grid power,Not using solar energy,I got to know through the media,We iron the cloths daily,We keep less than two-night lights on when sleeping,Never,No,Kurunegala,120000.0,1000.0,0,North Western,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,2,20.0,Low
Phone,After 2019,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House -Double Floor,2.0,460.0,Head of the household,Male,Other educational institution,Technician and associate professional,30000.0,30000.0,Brick,Other,Tile,0,I try to pay a portion of my bill amount that is possible for me (ex: 3500),Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We keep less than two-night lights on when sleeping,"Yes, some of the months",Yes,Gampaha,60000.0,230.0,0,Western,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,1,0.5,2,0.6666666666666666,1,1.0,7,68.33333333333333,High
F2F,1980 - 1989,Other,Single House - Single Floor,1.0,875.0,Parents of the head of the household/spouse,Male,University,Professional,50000.0,65000.0,Brick,Window walls (the wall is covered more than 80% by windows),Asbestos,0,I try to pay the exact amount in the bill (ex: 4566),Yes,None of the above,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,Never,No,Ratnapura,115000.0,875.0,0,Sabaragamuwa,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,2,1.0,0,0.0,0,0.0,5,45.0,Low
F2F,2010 - 2019,The house was designed by a certified architect,Single House -Double Floor,2.0,1700.0,Son/daughter,Male,Does not attend,Professional,30000.0,25000.0,Cement Block,Window walls (the wall is covered more than 80% by windows),Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,I am not aware of it,Electricity grid power,"Water heating, Outdoor lighting, Cooking",I am not aware of how the bill is calculated,We iron when and where the need arises,We keep more than two lights on when sleeping,"Yes, some of the months",No,Kurunegala,55000.0,850.0,0,North Western,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,3,1,0,0.0,1,0.25,0,0.0,2,0.6666666666666666,0,0.0,3,18.333333333333332,Low
F2F,After 2019,The house was designed by a certified architect,Single House -Double Floor,2.0,2300.0,Head of the household,Male,University,Professional,40000.0,30000.0,Brick,Transparent walls (clear glass/ semi-transparent glass),Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,"Electricity grid power, Solar Energy","Outdoor lighting, Cooking",I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We keep less than two-night lights on when sleeping,"Rarely, once a year",Yes,Kurunegala,70000.0,1150.0,0,North Western,0,1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,1,0,1,0,2,1,2,1.0,1,0.25,1,0.5,1,0.3333333333333333,1,1.0,6,61.66666666666667,Medium
F2F,1990 - 1999,I am not aware of it,Single House -Double Floor,2.0,1500.0,Son/daughter,Male,University,Professional,40000.0,10000.0,Brick,Transparent roofing parts,Concrete,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I got to know through the media,We iron our clothes twice a week,We don’t keep any of the lights on when sleeping,"Yes, some of the months",Yes,Colombo,50000.0,750.0,0,Western,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,2,0.5,2,1.0,2,0.6666666666666666,1,1.0,8,73.33333333333333,High
F2F,1990 - 1999,No such professional designing was done; the house was designed to suit our needs and wants,Single House - Single Floor,1.0,2500.0,Son/daughter,Male,University,Professional,30000.0,20000.0,Cement Block,Other,Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I got to know through the media,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,Never,Yes,Ratnapura,50000.0,2500.0,0,Sabaragamuwa,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.25,2,1.0,0,0.0,1,1.0,5,55.00000000000001,Medium
F2F,2000 - 2009,The house was designed by a certified architect,Single House -Double Floor,2.0,,Son/daughter,Female,Does not attend,Professional,75000.0,75000.0,Brick,"Transparent walls (clear glass/ semi-transparent glass), Window walls (the wall is covered more than 80% by windows)",Concrete,0,I try to pay the exact amount in the bill (ex: 4566),Yes,"Electricity grid power, Solar Energy","Water heating, Outdoor lighting, Car charging, Cooking",One of my family members taught me how the bill is calculated,We iron the cloths daily,We keep less than two-night lights on when sleeping,"Yes, every month",Yes,Colombo,150000.0,,0,Western,0,1,0,0,1,2,1,1,0,0,1,2,0,1,0,1,1,0,1,1,4,1,2,1.0,0,0.0,1,0.5,3,1.0,1,1.0,7,70.0,High
F2F,2000 - 2009,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House -Double Floor,2.0,2000.0,Parents of the head of the household/spouse,Male,University,Professional,25000.0,20000.0,Cabook,,Tile,1,I try to pay a rounded-off amount which is mostly lower than the bill (ex: 4500),Yes,Electricity grid power,Not using solar energy,One of my family members taught me how the bill is calculated,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,"Rarely, once a year",Yes,Colombo,45000.0,1000.0,1,Western,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,2,1.0,1,0.3333333333333333,1,1.0,7,71.66666666666667,High
F2F,2000 - 2009,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House -Double Floor,2.0,1500.0,Son/daughter,Male,University,Professional,50000.0,100000.0,Brick,Window walls (the wall is covered more than 80% by windows),Asbestos,1,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We keep less than two-night lights on when sleeping,Never,Yes,Gampaha,150000.0,750.0,1,Western,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,1,0.5,0,0.0,1,1.0,5,55.00000000000001,Medium
F2F,2010 - 2019,The house was designed by a certified architect,Single House -Double Floor,2.0,1500.0,Son/daughter,Male,University,No occupation,8000.0,2000.0,Brick,,Asbestos,0,I try to pay a portion of my bill amount that is possible for me (ex: 3500),I am not aware of it,Electricity grid power,Not using solar energy,I am not aware of how the bill is calculated,We iron the cloths daily,We don’t keep any of the lights on when sleeping,Never,Yes,Kurunegala,10000.0,750.0,0,North Western,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,2,1.0,0,0.0,1,1.0,3,40.0,Low
F2F,Before 1980,I am not aware of it,Single House -Double Floor,1.0,2000.0,Head of the household,Male,Does not attend,Professional,75000.0,200000.0,Brick,Window walls (the wall is covered more than 80% by windows),Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I am not aware of how the bill is calculated,We iron the clothes weekly,We keep less than two-night lights on when sleeping,"Rarely, once a year",Yes,Kurunegala,275000.0,2000.0,0,North Western,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0.75,1,0.5,1,0.3333333333333333,1,1.0,6,51.66666666666666,Medium
F2F,2000 - 2009,No such professional designing was done; the house was designed to suit our needs and wants,Single House - Single Floor,1.0,1200.0,Son/daughter,Male,Does not attend,Professional,30000.0,40000.0,Brick,Window walls (the wall is covered more than 80% by windows),Tile,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I got to know through the media,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,"Yes, some of the months",Yes,Hambantota,70000.0,1200.0,0,Southern,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.25,2,1.0,2,0.6666666666666666,1,1.0,7,68.33333333333333,High
F2F,2010 - 2019,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House -Double Floor,3.0,2500.0,Head of the household,Male,University,Professional,60000.0,60000.0,Brick,"Pergolas, Transparent roofing parts",Asbestos,5,I try to pay a rounded-off amount which is mostly lower than the bill (ex: 4500),Yes,None of the above,Not using solar energy,I am not aware of how the bill is calculated,We iron when and where the need arises,We keep less than two-night lights on when sleeping,"Yes, some of the months",Yes,Colombo,120000.0,833.3333333333334,1,Western,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0.25,1,0.5,2,0.6666666666666666,1,1.0,5,48.33333333333333,Low
F2F,1980 - 1989,I am not aware of it,Single House - Single Floor,1.0,,Son/daughter,Female,University,Professional,35000.0,15000.0,Brick,,Asbestos,0,I try to pay the exact amount in the bill (ex: 4566),Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We keep less than two-night lights on when sleeping,"Yes, some of the months",Yes,Colombo,50000.0,,0,Western,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,1,0.5,2,0.6666666666666666,1,1.0,7,68.33333333333333,High
F2F,2000 - 2009,"House was not specifically designed by an architect, but the plan was inspected by a certified architect/engineer",Single House - Single Floor,1.0,2000.0,Son/daughter,Male,University,Professional,25000.0,25000.0,Brick,,Tile,0,I try to pay the exact amount in the bill (ex: 4566),Yes,Electricity grid power,Not using solar energy,I got to know through another mean,We iron when and where the need arises,We keep less than two-night lights on when sleeping,Never,Yes,Kurunegala,50000.0,2000.0,0,North Western,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.25,1,0.5,0,0.0,1,1.0,4,45.0,Low
F2F,Before 1980,The house was designed by a certified architect,Single House -Double Floor,2.0,1600.0,Son/daughter,Male,University,Professional,80000.0,60000.0,Brick,"Pergolas, Transparent roofing parts, Transparent walls (clear glass/ semi-transparent glass), Window walls (the wall is covered more than 80% by windows)",Asbestos,0,I try to pay a rounded-off amount which will cover the whole bill amount (ex: 4600,Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron the clothes weekly,We keep less than two-night lights on when sleeping,"Rarely, once a year",Yes,Colombo,140000.0,800.0,0,Western,1,1,0,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,3,0.75,1,0.5,1,0.3333333333333333,1,1.0,8,71.66666666666667,High
Online,2000 - 2009,The house was designed by a certified architect,Single House -Double Floor,2.0,1800.0,Son/daughter,Male,University,Professional,50000.0,40000.0,Brick,Window walls (the wall is covered more than 80% by windows),Tile,0,I try to pay the exact amount in the bill (ex: 4566),Yes,Electricity grid power,Not using solar energy,I learnt the calculation by reading the monthly bill,We iron when and where the need arises,We don’t keep any of the lights on when sleeping,"Yes, some of the months",Yes,Colombo,90000.0,900.0,0,Western,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0.25,2,1.0,2,0.6666666666666666,1,1.0,8,78.33333333333333,High
